Fake Student Identifier,Gender,Age at Semester Start,Domestic / international status,Mode of Study,Semester,Fake UoS Identifier,UoS Mark,UoS changes before Week 1,UoS changes before Week 2,UoS changes before census date,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
3311,F,22-25,Domestic,Full Time,1,UNIT C,51,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3255,M,18 and under,International,Full Time,2,UNIT A,75,2,6,6,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
3914,F,19-21,Domestic,Full Time,1,UNIT C,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1974,F,19-21,Domestic,Full Time,2,UNIT D,72,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2952,M,19-21,Domestic,Full Time,2,UNIT G,83,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2836,F,18 and under,Domestic,Full Time,2,UNIT J,99,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3278,M,18 and under,Domestic,Full Time,1,UNIT A,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,F,19-21,International,Full Time,2,UNIT B,51,10,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3091,M,19-21,International,Full Time,2,UNIT F,73,6,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2302,F,19-21,International,Full Time,2,UNIT N,78,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,F,19-21,Domestic,Full Time,2,UNIT E,92,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2424,F,18 and under,Domestic,Full Time,2,UNIT D,85,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3196,M,19-21,International,Full Time,1,UNIT A,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,F,18 and under,Domestic,Full Time,2,UNIT G,72,8,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,F,19-21,International,Full Time,2,UNIT B,65,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1382,M,19-21,International,Full Time,1,UNIT L,57,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3531,M,19-21,International,Full Time,2,UNIT D,62,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
887,M,22-25,International,Full Time,2,UNIT E,93,8,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,F,19-21,International,Full Time,2,UNIT J,38,24,28,28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3917,F,22-25,Domestic,Full Time,1,UNIT I,79,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3378,M,22-25,International,Full Time,1,UNIT I,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2322,F,19-21,Domestic,Full Time,2,UNIT F,74,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3919,M,19-21,Domestic,Full Time,1,UNIT C,53,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4093,F,19-21,Domestic,Full Time,2,UNIT G,66,8,8,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
372,F,22-25,International,Full Time,1,UNIT L,88,0,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
904,F,19-21,Domestic,Full Time,1,UNIT I,86,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3614,F,19-21,Domestic,Full Time,2,UNIT F,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1629,M,19-21,Domestic,Full Time,1,UNIT K,59,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1226,M,19-21,International,Full Time,2,UNIT J,29,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1481,F,19-21,Domestic,Full Time,1,UNIT C,63,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1225,F,18 and under,Domestic,Full Time,2,UNIT D,78,16,16,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2985,M,19-21,Domestic,Full Time,1,UNIT I,61,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3483,M,19-21,Domestic,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4019,F,19-21,Domestic,Full Time,2,UNIT G,61,4,4,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1621,F,19-21,International,Full Time,1,UNIT A,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,F,22-25,Domestic,Full Time,1,UNIT K,77,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,M,19-21,International,Full Time,2,UNIT E,81,6,6,6,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
3636,F,18 and under,Domestic,Full Time,2,UNIT G,52,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,F,19-21,International,Full Time,1,UNIT I,50,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2279,M,19-21,Domestic,Full Time,2,UNIT J,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,M,18 and under,International,Full Time,2,UNIT B,64,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2043,M,18 and under,Domestic,Full Time,1,UNIT I,66,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3495,M,19-21,International,Full Time,2,UNIT G,52,4,4,4,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
2019,F,19-21,International,Full Time,2,UNIT A,66,14,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
898,F,19-21,Domestic,Full Time,1,UNIT A,75,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3125,F,19-21,Domestic,Full Time,1,UNIT K,62,22,24,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3821,F,19-21,International,Full Time,1,UNIT A,11,0,2,4,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0
1446,M,19-21,International,Full Time,2,UNIT J,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1048,M,19-21,International,Full Time,1,UNIT A,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2221,M,19-21,Domestic,Full Time,1,UNIT A,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4190,M,19-21,Domestic,Full Time,2,UNIT G,61,32,32,32,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2682,F,18 and under,Domestic,Full Time,2,UNIT D,82,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3957,M,18 and under,Domestic,Full Time,2,UNIT D,74,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157,F,19-21,International,Full Time,2,UNIT D,50,6,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4015,F,19-21,International,Full Time,1,UNIT O,59,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2498,M,19-21,Domestic,Full Time,2,UNIT G,61,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3238,M,19-21,International,Full Time,1,UNIT B,63,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1361,M,19-21,Domestic,Full Time,2,UNIT D,75,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3577,M,18 and under,Domestic,Full Time,1,UNIT I,67,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1258,F,19-21,Domestic,Full Time,2,UNIT D,77,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2656,F,19-21,International,Full Time,2,UNIT D,65,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
1162,F,22-25,International,Full Time,1,UNIT A,55,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,F,19-21,Domestic,Full Time,2,UNIT G,68,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2248,F,19-21,Domestic,Full Time,1,UNIT A,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3210,M,19-21,Domestic,Full Time,1,UNIT I,83,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2143,M,19-21,International,Full Time,1,UNIT B,76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2280,F,19-21,Domestic,Full Time,2,UNIT D,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
946,F,19-21,Domestic,Full Time,1,UNIT K,89,8,12,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2347,F,18 and under,International,Full Time,2,UNIT A,61,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
2620,M,18 and under,International,Full Time,2,UNIT D,73,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,M,19-21,International,Full Time,2,UNIT D,70,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2215,F,19-21,International,Full Time,1,UNIT I,74,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4207,F,19-21,International,Full Time,1,UNIT I,84,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,F,19-21,International,Full Time,2,UNIT A,81,12,12,12,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2592,M,19-21,Domestic,Part Time,1,UNIT I,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
830,F,19-21,Domestic,Full Time,2,UNIT J,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,F,19-21,Domestic,Full Time,2,UNIT G,40,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1901,F,18 and under,International,Full Time,1,UNIT I,47,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3856,F,19-21,Domestic,Full Time,1,UNIT K,62,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,M,19-21,Domestic,Full Time,1,UNIT I,53,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3022,M,19-21,International,Full Time,2,UNIT D,74,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3760,M,19-21,International,Full Time,2,UNIT D,67,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,F,19-21,Domestic,Full Time,1,UNIT A,39,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,M,19-21,Domestic,Full Time,2,UNIT J,64,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1787,M,19-21,International,Full Time,1,UNIT A,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1536,M,19-21,Domestic,Full Time,1,UNIT A,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4083,F,19-21,International,Full Time,2,UNIT A,74,22,24,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1666,M,19-21,Domestic,Full Time,2,UNIT N,71,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2045,M,19-21,Domestic,Full Time,1,UNIT A,73,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3525,F,18 and under,International,Full Time,2,UNIT D,66,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2401,M,19-21,Domestic,Full Time,1,UNIT A,76,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1881,M,19-21,International,Full Time,2,UNIT A,74,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2930,M,19-21,International,Full Time,2,UNIT A,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2029,F,19-21,International,Full Time,1,UNIT A,58,6,6,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1608,M,22-25,Domestic,Full Time,1,UNIT I,17,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3743,M,19-21,International,Full Time,2,UNIT D,50,6,10,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3328,F,19-21,International,Full Time,2,UNIT B,65,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
812,M,19-21,Domestic,Full Time,2,UNIT J,76,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3978,F,19-21,Domestic,Full Time,1,UNIT C,51,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3897,M,19-21,International,Full Time,1,UNIT I,91,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2619,M,19-21,Domestic,Full Time,1,UNIT A,92,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3534,M,19-21,International,Full Time,1,UNIT B,61,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2099,F,19-21,International,Full Time,1,UNIT A,63,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4012,F,18 and under,Domestic,Full Time,2,UNIT F,50,10,12,16,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1
1598,F,19-21,Domestic,Full Time,2,UNIT J,83,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3075,F,18 and under,Domestic,Full Time,2,UNIT G,60,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2944,M,19-21,Domestic,Full Time,1,UNIT I,69,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,M,19-21,Domestic,Full Time,1,UNIT I,65,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1853,F,19-21,Domestic,Full Time,1,UNIT A,64,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
965,F,22-25,International,Full Time,1,UNIT A,50,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1882,F,18 and under,Domestic,Full Time,1,UNIT C,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2657,F,19-21,Domestic,Full Time,2,UNIT D,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,F,19-21,Domestic,Full Time,1,UNIT O,16,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1719,M,19-21,International,Full Time,1,UNIT L,81,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3458,F,19-21,International,Full Time,2,UNIT D,65,4,4,4,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
1656,F,19-21,Domestic,Full Time,1,UNIT O,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2047,F,19-21,Domestic,Full Time,1,UNIT I,32,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
2532,M,19-21,Domestic,Full Time,2,UNIT J,77,32,32,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1780,F,18 and under,Domestic,Full Time,1,UNIT A,64,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,F,19-21,International,Full Time,2,UNIT F,44,14,16,16,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
2951,M,22-25,International,Full Time,1,UNIT I,50,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1432,F,19-21,Domestic,Full Time,2,UNIT D,60,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,M,19-21,Domestic,Part Time,2,UNIT F,71,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2162,F,19-21,International,Full Time,2,UNIT D,54,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3332,F,19-21,Domestic,Full Time,1,UNIT C,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
900,M,22-25,International,Full Time,2,UNIT G,58,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1066,M,18 and under,International,Full Time,2,UNIT A,82,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,F,19-21,Domestic,Full Time,1,UNIT M,60,20,22,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1921,M,19-21,Domestic,Full Time,1,UNIT C,87,12,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3637,F,19-21,Domestic,Full Time,2,UNIT F,89,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4190,M,19-21,Domestic,Full Time,2,UNIT F,69,32,32,32,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
2811,F,19-21,International,Full Time,1,UNIT C,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3560,M,18 and under,Domestic,Full Time,2,UNIT J,62,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1886,F,22-25,Domestic,Part Time,2,UNIT D,50,4,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1147,M,19-21,Domestic,Full Time,1,UNIT A,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3648,F,19-21,Domestic,Full Time,1,UNIT I,67,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1573,M,Over 25,Domestic,Full Time,2,UNIT J,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3671,M,18 and under,Domestic,Full Time,1,UNIT I,55,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2695,F,19-21,International,Full Time,1,UNIT O,85,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2146,F,19-21,Domestic,Full Time,1,UNIT O,66,6,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1876,F,19-21,International,Full Time,2,UNIT J,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3471,F,19-21,Domestic,Full Time,2,UNIT G,55,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1369,F,19-21,International,Full Time,1,UNIT C,50,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,F,19-21,International,Full Time,1,UNIT I,86,6,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3504,M,19-21,Domestic,Full Time,1,UNIT M,84,26,26,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1209,M,18 and under,Domestic,Full Time,2,UNIT J,47,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2843,M,19-21,International,Full Time,1,UNIT A,37,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,M,22-25,Domestic,Full Time,2,UNIT G,66,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3494,M,19-21,International,Full Time,1,UNIT I,63,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1781,M,19-21,International,Full Time,2,UNIT A,64,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2778,F,19-21,International,Full Time,2,UNIT J,26,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4032,F,19-21,International,Full Time,2,UNIT A,87,0,0,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
584,M,19-21,Domestic,Full Time,2,UNIT F,72,6,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,F,19-21,Domestic,Full Time,1,UNIT H,64,0,0,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3396,F,19-21,Domestic,Full Time,1,UNIT I,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1338,M,19-21,Domestic,Full Time,1,UNIT A,45,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,F,18 and under,Domestic,Full Time,1,UNIT A,83,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2732,F,19-21,International,Full Time,2,UNIT G,75,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4161,M,19-21,Domestic,Full Time,1,UNIT I,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2046,M,19-21,International,Full Time,1,UNIT I,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3058,M,19-21,International,Full Time,2,UNIT E,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3379,M,19-21,Domestic,Full Time,2,UNIT F,55,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3473,F,19-21,Domestic,Full Time,1,UNIT O,67,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3680,M,19-21,Domestic,Full Time,2,UNIT J,73,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,F,22-25,Domestic,Full Time,1,UNIT O,69,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2669,M,19-21,International,Full Time,2,UNIT D,41,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3010,M,19-21,Domestic,Full Time,1,UNIT I,60,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1293,M,18 and under,Domestic,Full Time,1,UNIT O,82,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1948,F,22-25,International,Full Time,2,UNIT F,80,22,26,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1255,M,19-21,International,Full Time,2,UNIT E,38,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
304,F,19-21,Domestic,Full Time,2,UNIT F,78,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1525,M,19-21,Domestic,Full Time,2,UNIT N,57,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2656,F,19-21,International,Full Time,1,UNIT A,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3354,M,19-21,Domestic,Full Time,1,UNIT O,64,0,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3427,M,19-21,Domestic,Full Time,2,UNIT N,90,2,8,18,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1357,M,19-21,Domestic,Full Time,1,UNIT K,64,22,22,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4172,M,19-21,Domestic,Full Time,1,UNIT M,92,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2986,F,18 and under,Domestic,Full Time,2,UNIT G,74,18,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,F,19-21,Domestic,Full Time,2,UNIT F,60,6,6,6,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
4056,F,19-21,International,Full Time,2,UNIT J,70,0,2,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3794,M,19-21,International,Full Time,1,UNIT A,81,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,M,18 and under,Domestic,Full Time,2,UNIT D,60,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3572,F,19-21,Domestic,Full Time,1,UNIT I,70,12,12,16,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
984,F,18 and under,Domestic,Full Time,1,UNIT A,55,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2492,M,19-21,Domestic,Full Time,2,UNIT G,30,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2616,F,19-21,Domestic,Full Time,2,UNIT D,79,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4167,F,19-21,International,Full Time,2,UNIT A,35,2,4,6,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
3517,M,19-21,International,Full Time,2,UNIT F,76,4,4,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
4084,F,19-21,Domestic,Full Time,1,UNIT I,33,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1639,F,19-21,International,Full Time,1,UNIT I,83,0,10,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4188,F,19-21,International,Full Time,2,UNIT F,60,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3278,M,18 and under,Domestic,Full Time,1,UNIT I,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,M,19-21,International,Full Time,2,UNIT G,73,28,28,30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2912,F,Over 25,Domestic,Full Time,2,UNIT G,78,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,F,18 and under,Domestic,Full Time,1,UNIT K,87,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2306,M,22-25,International,Full Time,1,UNIT L,74,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1437,F,22-25,Domestic,Full Time,1,UNIT H,57,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2229,F,19-21,Domestic,Full Time,1,UNIT A,39,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3787,F,19-21,Domestic,Full Time,1,UNIT I,30,4,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3018,M,22-25,Domestic,Part Time,2,UNIT F,19,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0
2122,F,18 and under,Domestic,Full Time,1,UNIT A,87,10,10,18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,F,19-21,International,Full Time,1,UNIT A,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3375,F,19-21,International,Full Time,1,UNIT O,22,10,24,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,M,22-25,Domestic,Full Time,2,UNIT G,74,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2258,F,18 and under,Domestic,Full Time,1,UNIT A,79,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1603,M,19-21,Domestic,Full Time,1,UNIT B,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3486,M,18 and under,Domestic,Full Time,2,UNIT B,65,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1944,M,22-25,Domestic,Part Time,1,UNIT B,77,0,2,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3365,M,19-21,Domestic,Full Time,2,UNIT B,77,18,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,F,19-21,International,Full Time,2,UNIT G,58,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1646,M,19-21,International,Full Time,1,UNIT I,50,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2106,F,19-21,International,Full Time,2,UNIT D,56,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1785,M,19-21,Domestic,Full Time,1,UNIT A,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,F,18 and under,Domestic,Full Time,1,UNIT I,56,0,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2292,F,19-21,International,Full Time,2,UNIT J,62,2,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
