Fake Student Identifier,Gender,Age at Semester Start,Domestic / international status,Mode of Study,Semester,Fake UoS Identifier,UoS Mark,UoS changes before Week 1,UoS changes before Week 2,UoS changes before census date,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
2703,F,19-21,Domestic,Full Time,1,UNIT I,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4130,F,19-21,Domestic,Part Time,2,UNIT F,50,4,10,10,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
3643,F,18 and under,Domestic,Full Time,2,UNIT G,70,60,60,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,F,19-21,Domestic,Full Time,1,UNIT O,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3361,F,19-21,Domestic,Full Time,1,UNIT I,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3355,F,22-25,Domestic,Full Time,2,UNIT D,76,12,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4209,F,19-21,International,Full Time,1,UNIT A,82,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3116,F,19-21,Domestic,Full Time,1,UNIT O,78,18,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1022,M,22-25,International,Full Time,1,UNIT L,92,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,M,18 and under,Domestic,Full Time,1,UNIT A,75,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,M,18 and under,Domestic,Full Time,2,UNIT D,57,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2569,F,19-21,International,Full Time,2,UNIT E,57,12,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2027,F,19-21,Domestic,Full Time,1,UNIT I,61,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3344,F,19-21,International,Full Time,2,UNIT G,74,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3271,F,19-21,Domestic,Full Time,1,UNIT K,85,36,36,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3627,F,19-21,International,Full Time,1,UNIT A,76,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702,F,19-21,Domestic,Full Time,1,UNIT A,71,8,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,F,19-21,International,Full Time,1,UNIT C,76,10,12,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3344,F,19-21,International,Full Time,2,UNIT A,73,8,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
601,F,19-21,Domestic,Full Time,1,UNIT A,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1080,F,19-21,International,Full Time,2,UNIT G,80,4,6,6,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
3567,F,19-21,International,Full Time,1,UNIT I,74,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3765,F,19-21,Domestic,Full Time,1,UNIT C,67,12,12,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4025,M,18 and under,Domestic,Full Time,2,UNIT D,69,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2441,M,19-21,Domestic,Full Time,1,UNIT A,56,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3072,M,19-21,Domestic,Full Time,1,UNIT A,77,4,4,14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1830,F,19-21,International,Full Time,1,UNIT B,88,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1636,M,19-21,Domestic,Full Time,1,UNIT I,62,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2422,F,19-21,Domestic,Full Time,1,UNIT A,51,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4011,M,19-21,International,Full Time,2,UNIT E,69,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
2422,F,19-21,Domestic,Full Time,2,UNIT J,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2222,F,18 and under,Domestic,Full Time,2,UNIT A,69,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2263,M,18 and under,Domestic,Full Time,1,UNIT A,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3840,M,19-21,International,Full Time,2,UNIT G,43,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2836,F,18 and under,Domestic,Full Time,1,UNIT A,99,6,6,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3155,M,18 and under,Domestic,Full Time,1,UNIT A,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2720,M,19-21,Domestic,Full Time,2,UNIT N,98,26,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1494,F,22-25,Domestic,Full Time,2,UNIT F,64,4,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2694,F,19-21,International,Full Time,1,UNIT I,84,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2656,F,19-21,International,Full Time,2,UNIT J,60,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
3718,F,19-21,International,Full Time,1,UNIT I,56,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2603,F,19-21,Domestic,Full Time,1,UNIT B,81,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2799,M,19-21,International,Full Time,2,UNIT E,68,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
739,M,19-21,International,Full Time,2,UNIT B,61,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3970,M,19-21,Domestic,Full Time,1,UNIT I,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3422,M,18 and under,Domestic,Full Time,1,UNIT A,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
881,M,19-21,Domestic,Part Time,1,UNIT A,75,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,M,18 and under,Domestic,Full Time,1,UNIT I,53,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3847,M,18 and under,Domestic,Full Time,1,UNIT M,50,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3825,M,18 and under,Domestic,Full Time,1,UNIT I,39,34,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1910,M,19-21,International,Full Time,2,UNIT G,50,0,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2505,M,19-21,International,Full Time,1,UNIT I,40,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
248,M,19-21,Domestic,Full Time,1,UNIT C,54,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1090,F,19-21,Domestic,Full Time,2,UNIT D,63,4,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2521,M,19-21,Domestic,Full Time,2,UNIT J,45,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2320,M,19-21,International,Full Time,1,UNIT A,75,22,30,34,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3849,M,19-21,Domestic,Full Time,1,UNIT I,81,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073,F,22-25,Domestic,Full Time,2,UNIT G,45,8,8,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3758,F,22-25,International,Full Time,2,UNIT A,29,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1717,F,18 and under,Domestic,Full Time,1,UNIT A,50,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3850,F,18 and under,Domestic,Full Time,2,UNIT F,65,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3420,F,19-21,Domestic,Full Time,2,UNIT D,75,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2292,F,19-21,International,Full Time,1,UNIT A,54,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,F,19-21,Domestic,Full Time,2,UNIT B,71,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2318,M,22-25,Domestic,Full Time,1,UNIT I,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4001,M,19-21,International,Full Time,1,UNIT M,39,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1129,F,19-21,Domestic,Full Time,1,UNIT A,67,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,F,19-21,Domestic,Full Time,1,UNIT O,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1001,F,19-21,Domestic,Full Time,2,UNIT D,70,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2638,M,22-25,Domestic,Full Time,2,UNIT E,79,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,M,19-21,Domestic,Full Time,1,UNIT I,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3766,F,19-21,International,Full Time,2,UNIT D,58,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,F,18 and under,Domestic,Full Time,1,UNIT A,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2542,M,19-21,International,Full Time,2,UNIT J,68,4,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2154,M,22-25,Domestic,Full Time,2,UNIT D,72,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
246,F,19-21,International,Full Time,1,UNIT O,89,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1935,M,19-21,International,Full Time,1,UNIT I,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
859,M,18 and under,Domestic,Full Time,1,UNIT M,85,4,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,M,18 and under,Domestic,Full Time,1,UNIT K,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1585,M,18 and under,Domestic,Full Time,1,UNIT A,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,M,19-21,Domestic,Full Time,1,UNIT I,73,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2098,F,19-21,Domestic,Full Time,2,UNIT J,41,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2458,F,19-21,International,Full Time,2,UNIT J,44,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1410,F,Over 25,Domestic,Full Time,2,UNIT G,83,6,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2847,F,19-21,International,Full Time,1,UNIT C,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,F,19-21,Domestic,Full Time,1,UNIT A,52,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2650,F,19-21,International,Full Time,1,UNIT A,51,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,F,19-21,Domestic,Full Time,1,UNIT I,70,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3643,F,18 and under,Domestic,Full Time,1,UNIT O,63,54,70,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4024,F,19-21,International,Full Time,1,UNIT I,51,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3034,M,19-21,International,Full Time,1,UNIT B,76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3232,M,19-21,Domestic,Full Time,2,UNIT D,73,10,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2103,F,19-21,Domestic,Full Time,1,UNIT A,68,16,16,18,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
790,M,Over 25,Domestic,Full Time,2,UNIT D,68,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3316,M,19-21,Domestic,Full Time,1,UNIT A,60,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3141,M,19-21,Domestic,Full Time,2,UNIT F,46,12,12,12,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
2555,M,19-21,Domestic,Full Time,1,UNIT I,73,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,F,18 and under,Domestic,Full Time,2,UNIT D,57,48,48,50,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1974,F,19-21,Domestic,Full Time,2,UNIT J,66,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,F,19-21,International,Full Time,1,UNIT I,57,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2560,F,19-21,International,Full Time,2,UNIT A,75,6,6,8,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
387,M,19-21,Domestic,Full Time,1,UNIT K,73,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3698,M,19-21,Domestic,Full Time,2,UNIT G,50,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1572,M,19-21,Domestic,Full Time,1,UNIT I,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1426,F,19-21,Domestic,Full Time,2,UNIT J,77,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1401,F,22-25,Domestic,Full Time,1,UNIT A,45,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2903,M,19-21,Domestic,Full Time,1,UNIT K,91,30,32,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1480,M,19-21,Domestic,Full Time,2,UNIT J,69,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2757,F,19-21,Domestic,Full Time,2,UNIT G,85,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3584,M,19-21,International,Full Time,1,UNIT A,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3432,M,19-21,International,Full Time,2,UNIT D,46,2,4,6,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1127,F,19-21,Domestic,Full Time,2,UNIT E,64,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2489,M,18 and under,Domestic,Full Time,2,UNIT D,83,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1122,M,18 and under,International,Full Time,2,UNIT E,55,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484,M,18 and under,International,Full Time,2,UNIT A,89,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3425,M,19-21,Domestic,Full Time,2,UNIT G,34,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4134,M,19-21,International,Full Time,2,UNIT D,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2802,M,18 and under,International,Full Time,2,UNIT D,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
435,F,18 and under,Domestic,Full Time,2,UNIT J,74,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687,F,18 and under,International,Full Time,2,UNIT A,74,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,F,19-21,Domestic,Full Time,1,UNIT I,58,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,F,19-21,International,Full Time,2,UNIT J,50,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2241,M,19-21,Domestic,Full Time,2,UNIT D,63,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3524,M,19-21,Domestic,Full Time,2,UNIT J,71,10,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2663,M,19-21,Domestic,Full Time,2,UNIT J,75,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
2259,M,19-21,International,Full Time,2,UNIT D,72,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2579,M,19-21,Domestic,Full Time,2,UNIT A,96,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2223,F,19-21,Domestic,Full Time,1,UNIT A,64,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2847,F,19-21,International,Full Time,1,UNIT O,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1381,M,18 and under,Domestic,Full Time,2,UNIT D,76,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1240,F,19-21,Domestic,Full Time,2,UNIT D,84,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3784,M,18 and under,International,Full Time,2,UNIT B,78,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1531,M,19-21,International,Full Time,2,UNIT A,84,10,14,14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
539,M,18 and under,Domestic,Full Time,2,UNIT F,31,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1268,M,19-21,Domestic,Full Time,2,UNIT F,66,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2107,M,18 and under,International,Full Time,1,UNIT I,65,4,4,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1712,M,19-21,Domestic,Full Time,1,UNIT I,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,F,19-21,Domestic,Full Time,1,UNIT C,61,18,22,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2254,F,19-21,Domestic,Full Time,2,UNIT G,36,12,12,12,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
3972,M,19-21,International,Full Time,2,UNIT E,85,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,M,19-21,Domestic,Full Time,1,UNIT C,76,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2781,M,19-21,International,Full Time,2,UNIT N,40,8,8,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1522,F,19-21,Domestic,Full Time,2,UNIT G,35,20,26,26,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
2442,M,19-21,Domestic,Part Time,1,UNIT I,27,0,2,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
151,F,19-21,Domestic,Full Time,2,UNIT F,18,10,14,14,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
3582,M,19-21,Domestic,Full Time,2,UNIT D,73,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,F,19-21,International,Full Time,1,UNIT I,30,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4020,F,19-21,Domestic,Full Time,2,UNIT A,51,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4188,F,19-21,International,Full Time,2,UNIT G,52,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3179,M,19-21,International,Full Time,2,UNIT E,74,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,F,19-21,Domestic,Full Time,1,UNIT C,38,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,F,19-21,Domestic,Full Time,1,UNIT C,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3962,M,19-21,International,Full Time,2,UNIT G,59,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,M,19-21,International,Full Time,1,UNIT I,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1583,M,19-21,Domestic,Full Time,1,UNIT I,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3157,F,19-21,Domestic,Full Time,2,UNIT J,82,22,22,22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
672,F,22-25,Domestic,Full Time,2,UNIT B,47,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3887,F,19-21,International,Full Time,1,UNIT I,72,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
844,F,19-21,Domestic,Full Time,2,UNIT J,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3214,M,19-21,Domestic,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
420,F,19-21,Domestic,Full Time,2,UNIT G,70,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
830,F,19-21,Domestic,Full Time,1,UNIT A,64,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1696,M,19-21,International,Full Time,2,UNIT B,60,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,F,19-21,Domestic,Full Time,1,UNIT K,83,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,F,18 and under,Domestic,Full Time,2,UNIT D,68,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1397,F,18 and under,Domestic,Full Time,2,UNIT F,72,14,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1335,M,19-21,International,Full Time,2,UNIT A,87,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1354,F,18 and under,International,Full Time,2,UNIT D,77,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2835,F,19-21,International,Full Time,1,UNIT I,83,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,F,18 and under,Domestic,Full Time,2,UNIT J,48,48,48,50,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1405,F,19-21,Domestic,Full Time,1,UNIT A,79,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1258,F,19-21,Domestic,Full Time,1,UNIT A,59,0,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3586,M,19-21,International,Full Time,1,UNIT I,32,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3850,F,18 and under,Domestic,Full Time,2,UNIT D,80,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,M,19-21,Domestic,Full Time,2,UNIT A,82,10,10,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
3474,M,19-21,Domestic,Full Time,1,UNIT I,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2455,F,18 and under,Domestic,Full Time,1,UNIT M,67,2,2,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1498,M,Over 25,Domestic,Part Time,2,UNIT G,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2859,F,19-21,International,Full Time,2,UNIT A,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4098,F,19-21,International,Full Time,1,UNIT H,67,6,6,8,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2712,M,19-21,International,Full Time,2,UNIT F,64,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
338,M,18 and under,Domestic,Full Time,1,UNIT I,45,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1721,M,19-21,International,Full Time,1,UNIT A,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4116,M,19-21,Domestic,Full Time,1,UNIT O,79,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3215,M,19-21,International,Full Time,2,UNIT A,55,6,6,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
2811,F,19-21,International,Full Time,2,UNIT G,54,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1208,F,19-21,Domestic,Full Time,2,UNIT B,84,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3241,F,19-21,Domestic,Full Time,1,UNIT I,52,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3586,M,19-21,International,Full Time,2,UNIT J,32,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,F,19-21,Domestic,Full Time,2,UNIT G,45,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4023,F,19-21,International,Full Time,1,UNIT A,68,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1624,M,18 and under,Domestic,Full Time,1,UNIT A,79,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1892,M,19-21,International,Full Time,1,UNIT L,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
934,M,19-21,International,Full Time,2,UNIT D,74,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3941,M,19-21,Domestic,Full Time,1,UNIT A,85,16,16,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3289,F,19-21,Domestic,Full Time,1,UNIT C,57,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3486,M,18 and under,Domestic,Full Time,1,UNIT O,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3596,F,19-21,International,Full Time,1,UNIT A,50,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,F,19-21,Domestic,Full Time,2,UNIT D,85,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3846,F,18 and under,Domestic,Full Time,2,UNIT G,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4155,M,19-21,Domestic,Full Time,1,UNIT I,40,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3601,M,19-21,International,Full Time,2,UNIT E,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
532,F,18 and under,Domestic,Full Time,1,UNIT A,69,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3052,F,19-21,Domestic,Full Time,1,UNIT C,73,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2713,F,22-25,Domestic,Full Time,1,UNIT C,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3346,M,19-21,International,Full Time,1,UNIT A,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2829,M,19-21,Domestic,Full Time,1,UNIT M,92,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
925,M,19-21,Domestic,Full Time,1,UNIT A,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2653,F,19-21,International,Full Time,1,UNIT A,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1403,M,19-21,International,Full Time,2,UNIT A,50,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2802,M,18 and under,International,Full Time,2,UNIT J,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2657,F,19-21,Domestic,Full Time,2,UNIT J,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3764,F,19-21,Domestic,Full Time,1,UNIT I,68,24,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,F,22-25,International,Full Time,1,UNIT L,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3609,M,19-21,Domestic,Full Time,1,UNIT A,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
